,text,tone,topic,group_id,comments_cnt:,likes_cnt,reposts_cnt,from_id,post_id,views_cnt
110,"ТОП научно-популярных видео недели по версии научпоп хаба [club112289703|SciTopus]! 
Подписывайтесь на нас в Telegram: t.me/SciTopus 
 
• [id187756|Александр Панчин]: «Нужен ли на самом деле сон?» 
• ОСНОВА: «МОЗГ, ЕДА и ЛЮБОПЫТСТВО» 
• [club142758151|Космос Просто]: «Что если взорвать астероид ядерной бомбой? / Проблема Вселенной - Напряженность S8 / Астрообзор #147» 
• [club190320587|НаукаPRO]: «Кому и зачем нужна астрономия? – Владимир Сурдин | Лекции по астрономии | Научпоп» 
• [club60067740|Центр Архэ]: «Кирилл Масленников: Новости астрономического рая. Впечатления от поездки в Чили»

Бонусное видео с канала [club199904338|Ivan Lutz | Science Geek]: «Заглядываем в космическое будущее человечества. [id63073553|Ольга Землякова] [Science Geek Dialogue]»
 
Подписывайтесь на наших партнёров в Telegram: https://t.me/addlist/J9zysqZsgN0wNGYy",positive,science,112289703,2,113,27,-112289703,80039,33359
111,"На канале ""[club55155418|Vert Dider]"" было опубликовано видео: ""Как Япония готовится к землетрясениям? [Veritasium]""",positive,science,112289703,0,14,4,-112289703,80017,3193
112,"Почему уменьшился мозг древнего человека? – Станислав Дробышевский
Источник: [club190320587|НаукаPRO]",positive,science,112289703,20,28,4,-112289703,80003,3761
113,"На канале ""[club194344820|ИЦАЭ]"" было опубликовано видео: ""Научно-популярное ток-шоу «Наука в мемах»""",positive,science,112289703,0,9,4,-112289703,79999,2751
114,"На канале ""[club32580862|Исторический журнал Proshloe]"" было опубликовано видео: ""История Монголии от энеолита до Чингисхана. Николай Крадин. Родина слонов №387""",positive,science,112289703,0,19,10,-112289703,79996,2832
115,"На канале ""[club56164444|Помни о предках]"" было опубликовано видео: ""Правило Фостера или островной эффект. Помни о предках""",positive,science,112289703,0,10,5,-112289703,79994,2781
116,"Канал ""ОСНОВА"" опубликовал видео: ""КОСМОС за ДЕНЬГИ: SPACEX, STARLINK и STARSHIP, ПЛАНЫ МАСКА, ОТЕЛЬ на МАРСЕ""",positive,science,112289703,0,13,6,-112289703,79992,2885
117,"На канале ""[club190320587|НаукаPRO]"" было опубликовано видео: ""Новое во вращении Земли вокруг своей оси – Леонид Зотов | Лекции по астрономии | Научпоп""",positive,science,112289703,1,12,7,-112289703,79986,2699
118,"На канале ""[club192530726|Кот с микрофоном]"" было опубликовано видео: ""Возможно ли работать без мотивации""",positive,science,112289703,1,11,17,-112289703,79984,3004
119,"Загадочный череп древнего человека – Станислав Дробышевский
Источник: [club190320587|НаукаPRO]",positive,science,112289703,39,50,8,-112289703,79967,5210
120,"На канале ""[club60067740|Центр Архэ]"" было опубликовано видео: ""Кирилл Масленников: Новости астрономического рая. Впечатления от поездки в Чили""",positive,science,112289703,0,17,6,-112289703,79966,3032
121,"На канале ""[club190320587|НаукаPRO]"" было опубликовано видео: ""Гамма-всплески: новое – Борис Штерн | Лекции по астрофизике | Научпоп""",positive,science,112289703,0,15,4,-112289703,79965,2843
122,"Канал ""Vital Math"" опубликовал видео: ""Не пропустите открытие тысячелетия! // Vital Math""",positive,science,112289703,0,17,15,-112289703,79963,3133
123,"На канале ""[club105037148|DS Astro]"" было опубликовано видео: ""ХУДШИЙ СОН МЕНДЕЛЕЕВА""",positive,science,112289703,1,14,12,-112289703,79959,3004
124,"На канале ""[club110924669|АНТРОПОГЕНЕЗ РУ]"" было опубликовано видео: ""Мистер мумия: Самый Безумный Эксперимент | Александр Соколов. Нешуточная наука""",positive,science,112289703,0,22,11,-112289703,79955,3706
125,"На канале ""[club142758151|Космос Просто]"" было опубликовано видео: ""Что если взорвать астероид ядерной бомбой? / Проблема Вселенной - Напряженность S8 / Астрообзор #147""",positive,science,112289703,0,25,6,-112289703,79953,3127
126,"На канале [id187756|Александра Панчина] было опубликовано видео: ""Нужен ли на самом деле сон?""",positive,science,112289703,0,35,20,-112289703,79951,3595
127,"Крутой малыш 😎 
Из наших 🐙",positive,science,112289703,10,201,80,-112289703,79944,19648
128,"Канал ""XX2 ВЕК"" опубликовал видео: ""Как управлять синтезаторами 2: Более хитрые осцилляторы""",positive,science,112289703,0,10,5,-112289703,79943,3137
129,"На канале ""[club21229482|Рафаэль и Ко.]"" было опубликовано видео: ""Планы NASA на 2024 год""",positive,science,112289703,1,14,5,-112289703,79939,2781
130,"На канале ""[club99523325|Лаборатория №2]"" было опубликовано видео: ""Кто живет в Арктике и что в этом особенного?""",positive,science,112289703,0,14,8,-112289703,79938,2961
131,"На канале ""[club190320587|НаукаPRO]"" было опубликовано видео: ""Кому и зачем нужна астрономия? – Владимир Сурдин | Лекции по астрономии | Научпоп""",positive,science,112289703,3,20,9,-112289703,79936,3049
132,"На канале ""[club222978433|Albert Smith]"" было опубликовано видео: ""ДЛЯ ТОГО ЧТОБЫ ТВОРИТЬ ЧУДЕСА, НУЖНО ВСЕГО ЛИШЬ... ЗАПЛАТИТЬ ДЕНЕГ АДЕПТАМ РЕЙКИ | Исцеление | Обзор""",positive,science,112289703,1,9,6,-112289703,79935,3104
133,"Новогодний Special l Гость - Анна Гребенникова 
 
Обсуждаем Йольского котика родом из Исландии, историю сочинения самой известной новогодней песни в России, а так же пытаемся понять, насколько безопасно оставаться ребенку одному дома перед Рождеством.
Источник: [club213716770|Студия «Дилетанты»]",positive,science,112289703,0,4,3,-112289703,79934,5890
134,"На канале ""[club55155418|Vert Dider]"" было опубликовано видео: ""Переохлаждаем воду и смотрим, что будет [Veritasium]""",positive,science,112289703,0,11,7,-112289703,79932,3661
135,"На канале ""[club213716770|Студия «Дилетанты»]"" было опубликовано видео: ""КТО ПРИДУМАЛ «ЁЛОЧКУ»?  | РОЖДЕСТВЕНСКИЙ SPECIAL""",positive,science,112289703,0,10,4,-112289703,79930,2941
136,"Канал ""ОСНОВА"" опубликовал видео: ""МОЗГ, ЕДА и ЛЮБОПЫТСТВО""",positive,science,112289703,0,38,19,-112289703,79928,4153
137,"На канале ""[club194344820|ИЦАЭ]"" было опубликовано видео: ""Научно-популярное ток-шоу «Разберём на атомы. Тело»""",positive,science,112289703,0,12,7,-112289703,79926,3038
138,"На канале ""[club32580862|Исторический журнал Proshloe]"" было опубликовано видео: ""Телль Дехайла. Российские раскопки в Месопотамии. Алексей Янковский-Дьяконов, Илья Архипов. РС №386""",positive,science,112289703,0,13,5,-112289703,79922,3288
139,"На канале ""[club192530726|Хамибин 2.0]"" было опубликовано видео: ""Бестиарий Сол-Кеша или животные Земли через 80 млн лет""",positive,science,112289703,0,16,7,-112289703,79920,3209
140,"Сегодня вы узнаете, для чего важно знать свой биологический возраст, почему врачам нужно заниматься наукой, и получите личные рекомендации по физическим занятиям и питанию от доктора медицинских наук! 
 
Гостем финального выпуска в 2023 году стал Андрей Тяжельников – ГВС по первичной медико-санитарной помощи взрослому населению, главный врач ГП №220 ДЗМ. 
 
Ведущий – Вячеслав Шуленин, CEO Медтеха. 
 
#ПроНауку – серия подкастов с учеными, основателями стартапов и врачами. Поговорим об их мотивации активно развиваться, показывать впечатляющие результаты и создавать технологии, способные перевернуть существующий мир. 
 
Это совместный проект [club211270993|Медтеха] и [club212783396|Благотворительного фонда помощи научным исследованиям и разработкам «Глобальный Альянс Содействия»].",positive,science,112289703,0,11,12,-112289703,79919,5404
141,"Небольшой обзор на рассказ Роберта Шекли «Мат». Он был написал 70 лет назад, но те вопросы, которые были заданы, актуальны и сейчас. Ведь в нынешнее время искусственный интеллект развивается очень быстро. На многие вопросы нужно будет отвечать уже сейчас. В обзоре не затронут человеческий фактор. Это сделано умышленно, чтобы не рассказать концовку рассказа, чтобы вы сами могли его прочитать. 
Источник: [club199904338|Ivan Lutz | Science Geek]",positive,science,112289703,0,5,5,-112289703,79913,6007
142,"На канале ""[club135395111|Wild Mathing]"" было опубликовано видео: ""Дно пробито! Калькулятор снова разрешили (запретили) на экзамене""",positive,science,112289703,0,10,5,-112289703,79910,3714
143,"На канале ""[club110924669|АНТРОПОГЕНЕЗ РУ]"" было опубликовано видео: ""Психиатр про «Игры разума», гениальность и шизофрению | Ученые против мифов 21-13 | Юрий Сиволап""",positive,science,112289703,3,21,20,-112289703,79907,4450
144,"На канале ""[club190320587|НаукаPRO]"" было опубликовано видео: ""Социальные последствия финансиализации образования – Наталья Яковлева | Платное образование""",positive,science,112289703,0,10,9,-112289703,79906,3280
145,,positive,science,112289703,2,11,4,-112289703,79899,3763
146,"На канале ""[club142758151|Космос Просто]"" было опубликовано видео: ""Паломарский Инцидент: Загадка исчезающих космических объектов""",positive,science,112289703,0,25,6,-112289703,79896,3403
147,"Аудиоверсия стрима с [id63073553|Ольгой Земляковой] рубрики Science Geek Dialog от [club199904338|Ivan Lutz | Science Geek]. 
 
Поговорили про образование в школе, про науку, про космические миссии, как прошлые, так и то, что нас будет ждать в будущем.",positive,science,112289703,0,11,4,-112289703,79894,7008
148,Как выглядит землетрясение под водой,positive,science,112289703,1,74,32,-112289703,79892,9024
149,"На канале ""[club46181199|Astro Channel]"" было опубликовано видео: ""Квадрантиды | Юпитер | Веста и Три кометы || Астрономический календарь на январь 2024""",positive,science,112289703,0,14,5,-112289703,79889,3591
150,"На канале ""[club99523325|Лаборатория Научных Видео]"" было опубликовано видео: ""Руки прочь от овечки Долли! Лекция Анны Ивановой""",positive,science,112289703,1,22,8,-112289703,79888,3521
151,"На канале ""[club190320587|НаукаPRO]"" было опубликовано видео: ""Педагогические методы Антона Семёновича Макаренко и Игоря Петровича Иванова – Михаил Чекмарёв""",positive,science,112289703,0,14,13,-112289703,79886,3480
